subset,class,spec,role,key_level,parses,runs,characters,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level,gear_known,pct_no_set,pct_2set,pct_4set,avg_player_rating
timed,Hunter,Marksmanship,DPS,2,363,356,342,107682,106355,138109,0.21,82.6,291.1,31,74.2,22.6,3.2,
timed,Hunter,Marksmanship,DPS,3,47,47,47,108066,103614,138687,0.49,74.5,292.0,1,100.0,0.0,0.0,2968.0
timed,Hunter,Marksmanship,DPS,4,141,141,135,116001,112488,151774,0.2,82.3,292.6,6,100.0,0.0,0.0,2747.0
timed,Hunter,Marksmanship,DPS,5,272,268,252,129314,129576,165667,0.3,76.1,293.2,15,80.0,13.3,6.7,
timed,Hunter,Marksmanship,DPS,6,150,150,137,138240,136493,174835,0.19,83.3,296.3,3,33.3,66.7,0.0,2956.0
timed,Hunter,Marksmanship,DPS,7,109,107,103,156266,156964,195582,0.31,73.4,297.5,6,16.7,33.3,50.0,2764.0
timed,Hunter,Marksmanship,DPS,8,108,108,108,174617,173802,214102,0.31,77.8,298.1,5,60.0,0.0,40.0,2876.0
timed,Hunter,Marksmanship,DPS,9,199,198,179,185312,185833,224693,0.28,75.9,300.0,10,30.0,10.0,60.0,2829.0
timed,Hunter,Marksmanship,DPS,10,2265,2199,865,202349,204125,245589,0.32,74.5,302.4,109,13.8,11.0,75.2,2798.0
timed,Hunter,Marksmanship,DPS,11,1183,1165,723,189621,189846,234321,0.68,56.1,300.2,40,30.0,17.5,52.5,2849.0
timed,Hunter,Marksmanship,DPS,12,731,723,458,191197,192155,231262,0.57,60.2,303.4,28,17.9,10.7,71.4,2982.0
timed,Hunter,Marksmanship,DPS,13,559,558,317,198660,199296,237401,0.65,51.9,305.6,24,16.7,25.0,58.3,3058.0
timed,Hunter,Marksmanship,DPS,14,352,351,182,209647,210174,249919,0.81,49.1,307.5,35,17.1,22.9,60.0,3071.0
timed,Hunter,Marksmanship,DPS,15,117,117,50,230234,234792,266422,0.69,47.9,308.7,14,0.0,14.3,85.7,3211.0
timed,Hunter,Marksmanship,DPS,16,31,31,15,252086,249806,311628,0.61,54.8,310.0,5,0.0,0.0,100.0,3138.0
timed,Hunter,Marksmanship,DPS,17,5,5,3,290436,293662,331833,0.8,40.0,309.6,1,0.0,0.0,100.0,3340.0
timed,Hunter,Marksmanship,DPS,18,3,3,1,294426,310917,342975,0.67,33.3,311.0,0,,,,
timed,Hunter,Survival,DPS,2,165,163,143,104607,102341,141240,0.18,85.5,290.9,15,80.0,20.0,0.0,
timed,Hunter,Survival,DPS,3,39,39,39,106513,103549,135267,0.28,79.5,292.2,2,50.0,50.0,0.0,
timed,Hunter,Survival,DPS,4,71,71,71,116972,116064,145575,0.11,88.7,292.8,5,80.0,20.0,0.0,
timed,Hunter,Survival,DPS,5,121,121,114,129427,124814,171355,0.27,76.9,293.9,8,75.0,25.0,0.0,
timed,Hunter,Survival,DPS,6,90,89,75,134245,135764,164088,0.21,82.2,296.2,11,54.5,27.3,18.2,
timed,Hunter,Survival,DPS,7,43,43,40,155514,152008,199772,0.23,81.4,296.1,4,100.0,0.0,0.0,
timed,Hunter,Survival,DPS,8,39,39,37,170162,170246,203362,0.21,82.1,297.2,1,0.0,0.0,100.0,2961.0
timed,Hunter,Survival,DPS,9,45,45,43,172284,178467,208663,0.29,73.3,298.2,3,66.7,0.0,33.3,3014.0
timed,Hunter,Survival,DPS,10,259,258,151,176625,171512,223768,0.39,68.7,299.3,11,0.0,27.3,72.7,2904.0
timed,Hunter,Survival,DPS,11,213,212,159,171069,170347,211177,0.75,52.1,297.7,8,37.5,37.5,25.0,2887.0
timed,Hunter,Survival,DPS,12,135,135,87,178610,177023,218882,0.45,63.0,302.1,2,0.0,0.0,100.0,2960.0
timed,Hunter,Survival,DPS,13,116,114,66,187486,188177,221084,0.61,56.9,305.6,8,25.0,25.0,50.0,3012.0
timed,Hunter,Survival,DPS,14,67,66,32,202946,207646,238439,0.78,44.8,308.9,7,14.3,14.3,71.4,3080.0
timed,Hunter,Survival,DPS,15,24,24,14,216081,218573,247895,0.54,45.8,310.7,8,0.0,0.0,100.0,3176.0
timed,Hunter,Survival,DPS,16,7,7,3,237304,234222,273305,1.57,28.6,307.1,4,0.0,0.0,100.0,3340.0
timed,Mage,Arcane,DPS,2,2241,2107,2026,116622,113807,156820,0.26,79.1,290.4,179,68.7,27.4,3.9,3010.0
timed,Mage,Arcane,DPS,3,365,353,355,121028,118997,159090,0.27,78.1,290.6,14,78.6,7.1,14.3,3065.0
timed,Mage,Arcane,DPS,4,986,948,940,125505,124333,162386,0.27,77.9,291.7,50,66.0,30.0,4.0,
timed,Mage,Arcane,DPS,5,1831,1746,1708,137202,134919,178037,0.27,77.8,293.5,85,56.5,34.1,9.4,3012.0
timed,Mage,Arcane,DPS,6,1242,1180,1093,149255,147965,190857,0.21,82.2,295.9,80,53.8,35.0,11.2,3159.0
timed,Mage,Arcane,DPS,7,844,799,791,176207,174754,218599,0.31,74.9,297.0,28,53.6,28.6,17.9,2841.0
timed,Mage,Arcane,DPS,8,865,823,804,192539,192516,237897,0.29,75.3,298.8,42,26.2,50.0,23.8,2939.0
timed,Mage,Arcane,DPS,9,1249,1174,1131,197259,196907,246033,0.29,76.4,299.9,55,36.4,27.3,36.4,2850.0
timed,Mage,Arcane,DPS,10,8022,7507,3339,216214,216712,266842,0.34,72.9,302.3,405,17.8,27.4,54.8,2863.0
timed,Mage,Arcane,DPS,11,6707,6350,3864,204587,203248,256123,0.58,60.5,300.9,168,26.8,26.8,46.4,2915.0
timed,Mage,Arcane,DPS,12,6476,6216,3534,212212,212338,258662,0.48,64.1,304.2,177,21.5,31.1,47.5,3057.0
timed,Mage,Arcane,DPS,13,6199,6061,3155,216683,217116,259349,0.62,55.1,305.9,304,22.4,33.2,44.4,3114.0
timed,Mage,Arcane,DPS,14,4622,4529,1937,228416,229330,271238,0.72,50.3,307.5,399,12.3,42.1,45.6,3182.0
timed,Mage,Arcane,DPS,15,1779,1756,706,245171,246757,289510,0.7,50.8,309.0,196,1.5,35.7,62.8,3243.0
timed,Mage,Arcane,DPS,16,611,603,218,263949,265389,308870,0.65,54.2,310.2,62,6.5,27.4,66.1,3299.0
timed,Mage,Arcane,DPS,17,168,168,49,284847,289510,327408,0.54,58.9,311.1,2,0.0,0.0,100.0,3404.0
timed,Mage,Arcane,DPS,18,31,31,10,297333,300037,336013,0.42,67.7,310.2,0,,,,
timed,Mage,Fire,DPS,2,86,86,76,109344,108240,148602,0.22,82.6,288.7,6,100.0,0.0,0.0,
timed,Mage,Fire,DPS,3,13,13,13,108189,114028,132983,0.54,69.2,288.5,0,,,,2886.0
timed,Mage,Fire,DPS,4,27,27,27,115610,111055,149798,0.0,100.0,290.9,0,,,,3020.0
timed,Mage,Fire,DPS,5,47,47,46,119707,118970,157186,0.13,87.2,292.2,3,33.3,66.7,0.0,
timed,Mage,Fire,DPS,6,23,23,22,122882,120493,152659,0.13,87.0,292.8,3,100.0,0.0,0.0,
timed,Mage,Fire,DPS,7,25,25,24,179508,180140,222262,0.24,84.0,298.2,0,,,,3020.0
timed,Mage,Fire,DPS,8,20,20,20,198451,199910,256811,0.2,85.0,298.1,0,,,,2737.0
timed,Mage,Fire,DPS,9,26,26,23,195545,192542,256300,0.12,88.5,297.6,2,50.0,0.0,50.0,2840.0
timed,Mage,Fire,DPS,10,173,173,78,211397,207371,268674,0.2,85.5,298.5,3,0.0,0.0,100.0,2800.0
timed,Mage,Fire,DPS,11,104,104,74,203718,203720,252288,0.61,63.5,296.6,0,,,,2798.0
timed,Mage,Fire,DPS,12,92,92,50,203837,203324,252852,0.47,69.6,300.8,3,66.7,0.0,33.3,2984.0
timed,Mage,Fire,DPS,13,42,42,25,216230,217510,245876,0.38,71.4,301.8,2,100.0,0.0,0.0,3019.0
timed,Mage,Fire,DPS,14,12,12,8,213992,218111,237517,0.92,41.7,304.3,3,33.3,0.0,66.7,2964.0
timed,Mage,Fire,DPS,15,1,1,1,215429,215429,215429,1.0,0.0,306.0,0,,,,
timed,Mage,Frost,DPS,2,362,356,335,100679,98710,134225,0.26,80.1,290.7,32,87.5,9.4,3.1,
timed,Mage,Frost,DPS,3,57,56,56,105911,104284,127784,0.39,70.2,291.6,2,50.0,50.0,0.0,
timed,Mage,Frost,DPS,4,132,131,129,109762,108742,136434,0.3,74.2,292.5,3,66.7,33.3,0.0,
timed,Mage,Frost,DPS,5,220,219,209,122913,121188,152840,0.3,75.0,293.0,18,77.8,22.2,0.0,
timed,Mage,Frost,DPS,6,108,108,104,127129,125390,158734,0.28,78.7,294.3,5,0.0,100.0,0.0,2715.0
timed,Mage,Frost,DPS,7,40,40,39,153087,155791,176176,0.32,70.0,294.5,0,,,,2709.0
timed,Mage,Frost,DPS,8,38,38,37,163917,161497,193980,0.29,71.1,296.0,4,75.0,25.0,0.0,2808.0
timed,Mage,Frost,DPS,9,27,27,27,157140,155070,187418,0.48,59.3,296.4,1,100.0,0.0,0.0,2835.0
timed,Mage,Frost,DPS,10,192,192,132,173199,171138,213655,0.61,62.0,298.1,5,80.0,0.0,20.0,2767.0
timed,Mage,Frost,DPS,11,178,178,135,171594,171628,201424,0.95,43.3,297.3,4,50.0,25.0,25.0,2785.0
timed,Mage,Frost,DPS,12,64,64,44,176562,175852,217074,0.75,56.2,301.4,1,100.0,0.0,0.0,2891.0
timed,Mage,Frost,DPS,13,45,45,25,184508,182890,216614,0.71,53.3,304.3,0,,,,
timed,Mage,Frost,DPS,14,19,19,8,206380,209281,250354,0.74,47.4,307.3,1,0.0,0.0,100.0,
timed,Mage,Frost,DPS,15,5,5,2,213281,209870,239728,0.8,60.0,310.0,0,,,,
timed,Monk,Brewmaster,Tank,2,412,412,359,63039,62888,82825,0.13,89.1,292.3,35,68.6,25.7,5.7,3117.0
timed,Monk,Brewmaster,Tank,3,76,76,76,59292,60314,77404,0.13,90.8,290.6,3,100.0,0.0,0.0,3016.0
timed,Monk,Brewmaster,Tank,4,158,158,150,65332,63558,86132,0.15,87.3,292.2,12,83.3,16.7,0.0,3118.0
timed,Monk,Brewmaster,Tank,5,274,274,257,70917,70002,89702,0.1,91.2,293.6,19,63.2,31.6,5.3,3029.0
timed,Monk,Brewmaster,Tank,6,185,185,169,70246,69178,89318,0.09,92.4,293.4,10,70.0,20.0,10.0,3016.0
timed,Monk,Brewmaster,Tank,7,82,82,77,86126,81776,114742,0.12,87.8,294.8,0,,,,3060.0
timed,Monk,Brewmaster,Tank,8,100,100,91,91675,89598,117585,0.17,85.0,295.9,3,66.7,0.0,33.3,3056.0
timed,Monk,Brewmaster,Tank,9,146,146,131,95680,94129,118726,0.14,88.4,298.2,5,80.0,20.0,0.0,3113.0
timed,Monk,Brewmaster,Tank,10,1117,1117,489,101351,99792,125567,0.13,88.4,300.3,44,45.5,25.0,29.5,2903.0
timed,Monk,Brewmaster,Tank,11,776,776,433,99519,97884,124964,0.32,77.2,298.6,18,33.3,44.4,22.2,2980.0
timed,Monk,Brewmaster,Tank,12,531,531,268,101494,100674,124398,0.19,82.9,301.0,12,33.3,25.0,41.7,3111.0
timed,Monk,Brewmaster,Tank,13,383,383,189,106780,106591,129219,0.23,79.9,303.6,16,43.8,37.5,18.8,3148.0
timed,Monk,Brewmaster,Tank,14,245,245,107,113982,112862,136758,0.25,78.8,305.0,20,40.0,15.0,45.0,3215.0
timed,Monk,Brewmaster,Tank,15,142,142,51,120623,120626,142212,0.18,82.4,306.1,11,36.4,36.4,27.3,3306.0
timed,Monk,Brewmaster,Tank,16,80,80,21,133879,134062,155824,0.16,86.2,306.6,11,36.4,0.0,63.6,3377.0
timed,Monk,Brewmaster,Tank,17,23,23,11,138935,140828,161724,0.17,87.0,308.3,4,0.0,0.0,100.0,3381.0
timed,Monk,Brewmaster,Tank,18,2,2,2,164052,164052,175283,0.0,100.0,308.0,1,0.0,0.0,100.0,3341.0
timed,Monk,Mistweaver,Healer,2,578,578,511,29277,29150,41428,0.15,86.7,289.8,66,90.9,7.6,1.5,
timed,Monk,Mistweaver,Healer,3,93,93,91,30273,30059,41288,0.27,78.5,289.6,2,100.0,0.0,0.0,
timed,Monk,Mistweaver,Healer,4,242,242,231,31411,31235,42434,0.14,87.6,290.8,10,80.0,20.0,0.0,2676.0
timed,Monk,Mistweaver,Healer,5,463,463,430,32610,33345,44212,0.18,85.1,291.7,36,83.3,16.7,0.0,
timed,Monk,Mistweaver,Healer,6,346,346,303,33518,33516,44412,0.13,87.3,293.0,21,57.1,42.9,0.0,
timed,Monk,Mistweaver,Healer,7,220,220,208,38223,38866,49947,0.22,80.5,294.5,10,60.0,30.0,10.0,2815.0
timed,Monk,Mistweaver,Healer,8,253,253,241,40799,40371,50760,0.27,76.3,294.7,8,62.5,37.5,0.0,2838.0
timed,Monk,Mistweaver,Healer,9,278,278,269,41515,41245,53039,0.32,73.7,295.7,6,83.3,16.7,0.0,2875.0
timed,Monk,Mistweaver,Healer,10,1756,1756,867,45347,45548,57372,0.31,75.4,298.9,93,55.9,25.8,18.3,2798.0
timed,Monk,Mistweaver,Healer,11,1425,1425,878,43671,43809,55572,0.51,64.4,297.9,51,62.7,19.6,17.6,2892.0
timed,Monk,Mistweaver,Healer,12,992,992,582,46269,46635,57141,0.42,67.6,301.4,29,41.4,37.9,20.7,3028.0
timed,Monk,Mistweaver,Healer,13,749,749,367,47365,47337,59054,0.5,60.6,303.3,26,38.5,50.0,11.5,3084.0
timed,Monk,Mistweaver,Healer,14,413,413,198,48973,49319,60158,0.57,57.9,305.3,41,36.6,29.3,34.1,3169.0
timed,Monk,Mistweaver,Healer,15,146,146,58,54909,54882,65688,0.5,61.6,306.2,13,38.5,23.1,38.5,3187.0
timed,Monk,Mistweaver,Healer,16,51,51,14,61894,59884,74455,0.47,64.7,307.6,12,16.7,50.0,33.3,3202.0
timed,Monk,Mistweaver,Healer,17,14,14,4,69338,69130,81146,0.43,64.3,309.0,2,0.0,0.0,100.0,
timed,Monk,Mistweaver,Healer,18,1,1,1,64167,64167,64167,0.0,100.0,310.0,0,,,,
timed,Monk,Windwalker,DPS,2,493,486,442,104989,103783,138202,0.2,82.8,290.7,52,78.8,17.3,3.8,
timed,Monk,Windwalker,DPS,3,87,86,87,99360,99136,125932,0.26,82.8,290.0,4,100.0,0.0,0.0,
timed,Monk,Windwalker,DPS,4,205,204,196,116156,113738,151069,0.21,82.9,292.9,17,41.2,47.1,11.8,
timed,Monk,Windwalker,DPS,5,397,392,371,128513,127663,163484,0.22,80.9,294.0,40,60.0,40.0,0.0,
timed,Monk,Windwalker,DPS,6,241,239,220,140662,136351,176773,0.14,88.4,296.2,14,42.9,50.0,7.1,
timed,Monk,Windwalker,DPS,7,172,170,164,159739,154948,205132,0.34,71.5,296.9,6,33.3,33.3,33.3,2791.0
timed,Monk,Windwalker,DPS,8,167,166,160,172332,167578,212544,0.34,71.9,297.1,11,45.5,45.5,9.1,2929.0
timed,Monk,Windwalker,DPS,9,215,214,207,183546,182006,242782,0.35,72.6,299.4,11,45.5,36.4,18.2,2976.0
timed,Monk,Windwalker,DPS,10,1646,1634,724,197538,195949,254890,0.41,68.5,301.6,89,28.1,16.9,55.1,2806.0
timed,Monk,Windwalker,DPS,11,1107,1105,713,183964,181465,237853,0.75,52.8,299.7,27,29.6,14.8,55.6,2879.0
timed,Monk,Windwalker,DPS,12,865,865,519,191192,189992,238624,0.57,57.8,303.3,34,23.5,35.3,41.2,3025.0
timed,Monk,Windwalker,DPS,13,762,762,409,201432,200070,248750,0.73,50.5,306.2,37,13.5,29.7,56.8,3065.0
timed,Monk,Windwalker,DPS,14,471,470,217,213066,212393,258062,0.8,46.1,307.8,42,23.8,23.8,52.4,3080.0
timed,Monk,Windwalker,DPS,15,182,182,79,223185,222374,266572,0.81,45.1,308.9,27,7.4,11.1,81.5,3156.0
timed,Monk,Windwalker,DPS,16,46,46,18,249903,252455,294604,0.76,43.5,309.2,11,9.1,9.1,81.8,3218.0
timed,Monk,Windwalker,DPS,17,5,5,3,251404,261824,285256,0.8,40.0,308.2,0,,,,
timed,Paladin,Holy,Healer,2,1362,1362,1247,16560,14428,29750,0.13,89.2,288.1,115,67.8,28.7,3.5,2858.0
timed,Paladin,Holy,Healer,3,245,245,239,14813,14137,23913,0.15,86.9,287.7,8,75.0,25.0,0.0,3109.0
timed,Paladin,Holy,Healer,4,591,591,576,16991,15249,27666,0.14,87.6,289.7,24,66.7,33.3,0.0,2958.0
timed,Paladin,Holy,Healer,5,1086,1086,1019,17746,15628,31528,0.16,86.5,291.1,60,66.7,30.0,3.3,2733.0
timed,Paladin,Holy,Healer,6,778,774,716,17702,15834,29231,0.15,87.5,292.3,69,68.1,26.1,5.8,2987.0
timed,Paladin,Holy,Healer,7,487,487,465,20598,18358,34942,0.18,84.8,293.4,21,33.3,61.9,4.8,3010.0
timed,Paladin,Holy,Healer,8,478,478,459,22827,19460,40254,0.27,76.6,294.6,30,40.0,36.7,23.3,2878.0
timed,Paladin,Holy,Healer,9,653,653,619,21900,18583,39129,0.25,79.6,296.3,21,52.4,23.8,23.8,2888.0
timed,Paladin,Holy,Healer,10,4074,4074,2080,25736,22050,45913,0.29,76.8,298.7,151,40.4,30.5,29.1,2837.0
timed,Paladin,Holy,Healer,11,3912,3912,2546,25680,21646,47687,0.5,64.0,298.1,89,52.8,30.3,16.9,2901.0
timed,Paladin,Holy,Healer,12,4056,4056,2425,26960,23097,47435,0.43,67.4,301.9,76,44.7,39.5,15.8,3048.0
timed,Paladin,Holy,Healer,13,4242,4240,2206,26052,22564,45926,0.57,57.1,304.1,186,31.7,50.5,17.7,3112.0
timed,Paladin,Holy,Healer,14,3128,3128,1357,27644,23996,47867,0.66,52.4,306.1,259,23.6,57.5,18.9,3155.0
timed,Paladin,Holy,Healer,15,1280,1280,508,34313,30578,57828,0.66,53.0,307.6,141,19.1,46.8,34.0,3200.0
timed,Paladin,Holy,Healer,16,501,501,172,42907,43883,61649,0.69,52.3,308.9,47,14.9,34.0,51.1,3251.0
timed,Paladin,Holy,Healer,17,152,152,42,50337,50848,66703,0.68,48.0,310.5,1,0.0,0.0,100.0,3370.0
timed,Paladin,Holy,Healer,18,32,32,10,58461,58680,70712,0.53,65.6,311.1,0,,,,
timed,Paladin,Protection,Tank,2,1414,1414,1293,66873,66082,89115,0.06,95.0,291.0,114,79.8,18.4,1.8,3104.0
timed,Paladin,Protection,Tank,3,261,261,260,64492,63585,85683,0.09,92.0,289.4,8,87.5,12.5,0.0,3077.0
timed,Paladin,Protection,Tank,4,606,606,591,69048,68316,90424,0.06,94.9,291.2,35,77.1,20.0,2.9,2954.0
timed,Paladin,Protection,Tank,5,1069,1069,996,77215,74798,101235,0.08,92.5,292.7,59,74.6,22.0,3.4,3007.0
timed,Paladin,Protection,Tank,6,779,779,632,80378,78167,106321,0.04,95.8,294.0,67,76.1,20.9,3.0,2872.0
timed,Paladin,Protection,Tank,7,473,473,423,92629,91478,122159,0.09,91.5,294.3,15,66.7,20.0,13.3,2855.0
timed,Paladin,Protection,Tank,8,410,410,381,100094,101000,127169,0.07,93.2,295.7,13,61.5,15.4,23.1,2869.0
timed,Paladin,Protection,Tank,9,542,542,497,100405,99232,128706,0.07,93.4,297.3,27,63.0,25.9,11.1,2901.0
timed,Paladin,Protection,Tank,10,3243,3243,1409,107901,107332,135418,0.09,91.4,299.8,121,52.9,25.6,21.5,2843.0
timed,Paladin,Protection,Tank,11,2507,2507,1559,102974,101381,131223,0.2,83.6,297.9,38,44.7,26.3,28.9,2926.0
timed,Paladin,Protection,Tank,12,2059,2059,1212,103583,102603,128782,0.13,89.0,302.1,53,45.3,34.0,20.8,3078.0
timed,Paladin,Protection,Tank,13,1984,1984,1005,105218,104859,128778,0.17,84.9,304.6,86,25.6,41.9,32.6,3122.0
timed,Paladin,Protection,Tank,14,1313,1313,550,107696,107548,131907,0.22,80.5,306.5,110,30.0,50.9,19.1,3184.0
timed,Paladin,Protection,Tank,15,372,372,160,115597,115634,142048,0.15,87.1,307.6,55,23.6,54.5,21.8,3215.0
timed,Paladin,Protection,Tank,16,46,46,27,122525,124716,145778,0.13,89.1,307.8,5,80.0,0.0,20.0,3270.0
timed,Paladin,Protection,Tank,17,2,2,1,135454,135454,143132,0.0,100.0,309.0,0,,,,
timed,Paladin,Retribution,DPS,2,1401,1341,1277,111383,109414,147035,0.17,85.5,291.9,114,78.1,19.3,2.6,3160.0
timed,Paladin,Retribution,DPS,3,230,224,225,110855,110404,145360,0.22,82.6,290.8,7,71.4,28.6,0.0,3110.0
timed,Paladin,Retribution,DPS,4,591,575,571,124185,123985,156478,0.16,85.8,293.2,28,78.6,17.9,3.6,2888.0
timed,Paladin,Retribution,DPS,5,1077,1039,1008,134335,134037,171677,0.18,85.2,293.9,63,69.8,23.8,6.3,3080.0
timed,Paladin,Retribution,DPS,6,664,642,583,146680,144696,188232,0.18,83.3,296.3,60,66.7,23.3,10.0,2868.0
timed,Paladin,Retribution,DPS,7,392,375,357,169089,167516,218717,0.22,81.1,296.6,30,36.7,56.7,6.7,2957.0
timed,Paladin,Retribution,DPS,8,344,334,330,184570,183371,230357,0.26,77.6,297.2,17,58.8,23.5,17.6,2908.0
timed,Paladin,Retribution,DPS,9,417,401,396,187046,183863,235606,0.25,79.4,298.2,15,60.0,33.3,6.7,2897.0
timed,Paladin,Retribution,DPS,10,2250,2207,1149,201492,200404,253333,0.38,70.5,300.5,96,19.8,27.1,53.1,2854.0
timed,Paladin,Retribution,DPS,11,2150,2110,1487,195449,192683,247010,0.59,59.1,299.4,65,38.5,30.8,30.8,2926.0
timed,Paladin,Retribution,DPS,12,1972,1948,1266,197853,197918,242764,0.51,62.3,302.4,49,44.9,22.4,32.7,3076.0
timed,Paladin,Retribution,DPS,13,2112,2094,1157,206483,207042,249350,0.64,54.4,304.8,106,24.5,38.7,36.8,3103.0
timed,Paladin,Retribution,DPS,14,1471,1462,662,218553,219179,260756,0.8,45.2,306.7,156,17.3,37.8,44.9,3166.0
timed,Paladin,Retribution,DPS,15,421,419,198,232495,232793,275038,0.83,45.1,308.0,52,9.6,32.7,57.7,3262.0
timed,Paladin,Retribution,DPS,16,112,107,43,252875,253838,303663,0.81,43.8,309.7,21,9.5,14.3,76.2,3389.0
timed,Paladin,Retribution,DPS,17,30,26,9,268273,260938,328667,0.87,33.3,310.7,1,0.0,0.0,100.0,3416.0
timed,Priest,Discipline,Healer,2,439,439,406,13194,12332,19129,0.2,83.4,289.3,51,86.3,11.8,2.0,2650.0
timed,Priest,Discipline,Healer,3,92,92,91,13250,13241,16754,0.38,67.4,288.7,6,100.0,0.0,0.0,
timed,Priest,Discipline,Healer,4,207,207,203,13621,13341,18099,0.23,82.1,291.5,15,60.0,40.0,0.0,
timed,Priest,Discipline,Healer,5,376,376,346,14523,13824,20214,0.24,80.9,292.0,27,88.9,11.1,0.0,2650.0
timed,Priest,Discipline,Healer,6,259,259,219,14779,14442,19887,0.17,84.9,294.0,19,73.7,15.8,10.5,
timed,Priest,Discipline,Healer,7,140,140,121,15683,14582,22349,0.3,74.3,295.1,6,66.7,16.7,16.7,2748.0
timed,Priest,Discipline,Healer,8,144,144,134,17399,15814,23780,0.31,75.7,294.9,4,50.0,25.0,25.0,2819.0
timed,Priest,Discipline,Healer,9,194,194,178,19093,17130,31192,0.29,77.3,296.6,7,57.1,28.6,14.3,2791.0
timed,Priest,Discipline,Healer,10,1455,1455,672,22134,19250,35991,0.4,68.9,298.7,36,30.6,33.3,36.1,2775.0
timed,Priest,Discipline,Healer,11,983,983,642,20031,17661,31192,0.77,53.6,297.6,9,22.2,44.4,33.3,2852.0
timed,Priest,Discipline,Healer,12,425,425,282,21301,19364,31012,0.5,64.5,302.2,6,16.7,33.3,50.0,3028.0
timed,Priest,Discipline,Healer,13,297,297,166,21185,20085,26526,0.5,62.6,304.1,12,25.0,58.3,16.7,3107.0
timed,Priest,Discipline,Healer,14,179,179,87,21539,19927,28192,0.59,56.4,305.6,20,20.0,65.0,15.0,3129.0
timed,Priest,Discipline,Healer,15,53,53,25,26380,20361,52540,0.79,50.9,307.2,5,60.0,20.0,20.0,3150.0
timed,Priest,Discipline,Healer,16,5,5,4,32762,20958,55255,0.6,60.0,306.8,0,,,,
timed,Priest,Holy,Healer,2,655,655,593,16772,16214,28489,0.05,95.4,289.4,51,78.4,17.6,3.9,
timed,Priest,Holy,Healer,3,107,107,105,16860,16116,28213,0.04,96.3,290.2,3,100.0,0.0,0.0,
timed,Priest,Holy,Healer,4,241,241,237,18357,17446,30143,0.05,95.4,291.7,19,73.7,21.1,5.3,
timed,Priest,Holy,Healer,5,472,472,447,17681,16468,30647,0.06,94.5,292.3,27,66.7,33.3,0.0,
timed,Priest,Holy,Healer,6,282,282,252,19046,18867,30575,0.05,95.7,293.8,30,93.3,0.0,6.7,
timed,Priest,Holy,Healer,7,141,141,137,23913,23153,36696,0.06,94.3,296.7,8,75.0,25.0,0.0,2850.0
timed,Priest,Holy,Healer,8,127,127,120,23283,22433,36320,0.07,93.7,296.4,9,88.9,11.1,0.0,2982.0
timed,Priest,Holy,Healer,9,248,248,223,24026,23384,39366,0.08,92.3,298.4,15,73.3,13.3,13.3,2862.0
timed,Priest,Holy,Healer,10,1862,1862,904,28131,27974,42505,0.08,93.0,300.9,97,44.3,26.8,28.9,2831.0
timed,Priest,Holy,Healer,11,1168,1168,783,25540,24997,38906,0.18,85.5,299.3,34,58.8,32.4,8.8,2867.0
timed,Priest,Holy,Healer,12,925,925,583,24890,24818,37584,0.16,86.8,302.2,41,51.2,29.3,19.5,2997.0
timed,Priest,Holy,Healer,13,748,748,423,24387,23306,38178,0.22,82.8,305.1,43,32.6,51.2,16.3,3112.0
timed,Priest,Holy,Healer,14,539,539,260,24071,23834,36666,0.3,76.3,306.3,44,36.4,45.5,18.2,3112.0
timed,Priest,Holy,Healer,15,181,181,77,25175,25523,37070,0.28,76.2,308.2,21,9.5,42.9,47.6,3238.0
timed,Priest,Holy,Healer,16,50,50,17,29553,28352,38499,0.3,74.0,310.2,3,0.0,33.3,66.7,3274.0
timed,Priest,Holy,Healer,17,11,11,4,29850,25571,43100,0.27,72.7,310.8,1,0.0,100.0,0.0,3384.0
timed,Priest,Shadow,DPS,2,582,574,533,106009,104748,139400,0.17,85.1,291.0,44,72.7,25.0,2.3,2955.0
timed,Priest,Shadow,DPS,3,105,105,102,109550,106078,140090,0.32,76.2,291.2,2,50.0,50.0,0.0,3209.0
timed,Priest,Shadow,DPS,4,230,228,221,118751,117940,150680,0.19,84.3,292.8,14,92.9,7.1,0.0,3134.0
timed,Priest,Shadow,DPS,5,462,457,437,128486,129518,162209,0.19,83.5,293.8,30,66.7,26.7,6.7,3033.0
timed,Priest,Shadow,DPS,6,257,256,228,139968,138981,178009,0.16,84.4,295.9,17,41.2,47.1,11.8,3209.0
timed,Priest,Shadow,DPS,7,177,177,163,167937,163598,216186,0.23,80.8,297.1,10,20.0,40.0,40.0,3076.0
timed,Priest,Shadow,DPS,8,185,184,179,174468,177004,214935,0.24,80.5,296.9,8,37.5,62.5,0.0,2814.0
timed,Priest,Shadow,DPS,9,264,264,248,183280,183746,222608,0.28,76.5,298.7,15,33.3,33.3,33.3,2824.0
timed,Priest,Shadow,DPS,10,1830,1793,832,200176,201175,247657,0.34,73.4,300.2,84,28.6,10.7,60.7,2790.0
timed,Priest,Shadow,DPS,11,1367,1355,789,189768,186692,238074,0.66,57.5,298.3,33,33.3,12.1,54.5,2850.0
timed,Priest,Shadow,DPS,12,977,976,597,193858,194581,235694,0.52,62.9,302.0,28,32.1,25.0,42.9,3023.0
timed,Priest,Shadow,DPS,13,718,718,414,200178,200964,239488,0.65,53.9,304.1,42,35.7,21.4,42.9,3093.0
